Number Of Animals (sum),Gear Code,Stat Area,Species Code,Batch Year,Date of Landing (MM/DD)
128,04,24741,430 Coho Salmon,2005,08/25
34,04,24741,430 Coho Salmon,2005,09/01
113,04,24741,430 Coho Salmon,2006,07/03
93,04,24741,430 Coho Salmon,2006,07/06
875,04,24741,430 Coho Salmon,2006,08/07
150,04,24741,430 Coho Salmon,2006,08/10
85,04,24741,430 Coho Salmon,2006,08/14
70,04,24741,430 Coho Salmon,2006,08/17
100,04,24741,430 Coho Salmon,2006,08/21
31,04,24741,430 Coho Salmon,2006,08/24
14,04,24741,430 Coho Salmon,2006,08/28
1,04,24741,430 Coho Salmon,2007,06/25
3,04,24741,430 Coho Salmon,2007,06/28
1,04,24741,430 Coho Salmon,2007,07/05
7,04,24741,430 Coho Salmon,2007,07/09
18,04,24741,430 Coho Salmon,2007,07/12
48,04,24741,430 Coho Salmon,2007,07/16
223,04,24741,430 Coho Salmon,2007,07/19
183,04,24741,430 Coho Salmon,2007,07/23
897,04,24741,430 Coho Salmon,2007,08/09
288,04,24741,430 Coho Salmon,2007,08/13
245,04,24741,430 Coho Salmon,2007,08/16
70,04,24741,430 Coho Salmon,2007,08/20
41,04,24741,430 Coho Salmon,2007,08/27
6,04,24741,430 Coho Salmon,2007,08/30
2,04,24741,430 Coho Salmon,2007,09/13
2,04,24741,430 Coho Salmon,2008,06/30
2,04,24741,430 Coho Salmon,2008,07/03
40,04,24741,430 Coho Salmon,2008,07/10
490,04,24741,430 Coho Salmon,2008,07/14
453,04,24741,430 Coho Salmon,2008,07/17
171,04,24741,430 Coho Salmon,2008,07/24
753,04,24741,430 Coho Salmon,2008,07/28
108,04,24741,430 Coho Salmon,2008,07/31
1036,04,24741,430 Coho Salmon,2008,08/04
726,04,24741,430 Coho Salmon,2008,08/07
990,04,24741,430 Coho Salmon,2008,08/11
367,04,24741,430 Coho Salmon,2008,08/14
170,04,24741,430 Coho Salmon,2008,08/18
54,04,24741,430 Coho Salmon,2008,08/21
2,04,24741,430 Coho Salmon,2009,07/13
80,04,24741,430 Coho Salmon,2009,07/16
110,04,24741,430 Coho Salmon,2009,07/20
57,04,24741,430 Coho Salmon,2009,07/23
67,04,24741,430 Coho Salmon,2009,07/27
659,04,24741,430 Coho Salmon,2009,07/30
417,04,24741,430 Coho Salmon,2009,08/03
579,04,24741,430 Coho Salmon,2009,08/06
257,04,24741,430 Coho Salmon,2009,08/10
39,04,24741,430 Coho Salmon,2009,08/13
2,04,24741,430 Coho Salmon,2010,06/28
11,04,24741,430 Coho Salmon,2010,07/08
36,04,24741,430 Coho Salmon,2010,07/12
97,04,24741,430 Coho Salmon,2010,07/15
99,04,24741,430 Coho Salmon,2010,07/19
288,04,24741,430 Coho Salmon,2010,07/22
94,04,24741,430 Coho Salmon,2010,07/26
399,04,24741,430 Coho Salmon,2010,07/29
640,04,24741,430 Coho Salmon,2010,08/02
284,04,24741,430 Coho Salmon,2010,08/05
44,04,24741,430 Coho Salmon,2010,08/09
38,04,24741,430 Coho Salmon,2010,08/12
1,04,24741,430 Coho Salmon,2010,08/16
57,04,24741,430 Coho Salmon,2010,08/19
20,04,24741,430 Coho Salmon,2010,08/23
20,04,24741,430 Coho Salmon,2010,08/26
3,04,24741,430 Coho Salmon,2011,07/07
14,04,24741,430 Coho Salmon,2011,07/14
70,04,24741,430 Coho Salmon,2011,07/18
116,04,24741,430 Coho Salmon,2011,07/21
413,04,24741,430 Coho Salmon,2011,07/25
369,04,24741,430 Coho Salmon,2011,07/28
255,04,24741,430 Coho Salmon,2011,08/01
289,04,24741,430 Coho Salmon,2011,08/08
303,04,24741,430 Coho Salmon,2011,08/11
77,04,24741,430 Coho Salmon,2011,08/15
78,04,24741,430 Coho Salmon,2011,08/18
3,04,24741,430 Coho Salmon,2011,09/08
2,04,24741,430 Coho Salmon,2012,07/09
3,04,24741,430 Coho Salmon,2012,07/12
69,04,24741,430 Coho Salmon,2012,07/16
39,04,24741,430 Coho Salmon,2012,07/19
43,04,24741,430 Coho Salmon,2012,07/23
246,04,24741,430 Coho Salmon,2012,07/26
152,04,24741,430 Coho Salmon,2012,07/30
112,04,24741,430 Coho Salmon,2012,08/06
12,04,24741,430 Coho Salmon,2013,07/11
532,04,24741,430 Coho Salmon,2013,07/15
240,04,24741,430 Coho Salmon,2013,07/18
289,04,24741,430 Coho Salmon,2013,07/22
151,04,24741,430 Coho Salmon,2013,07/25
463,04,24741,430 Coho Salmon,2013,07/29
732,04,24741,430 Coho Salmon,2013,08/01
143,04,24741,430 Coho Salmon,2013,08/05
160,04,24741,430 Coho Salmon,2013,08/08
295,04,24741,430 Coho Salmon,2013,08/12
98,04,24741,430 Coho Salmon,2013,08/15
3,04,24741,430 Coho Salmon,2014,06/30
1,04,24741,430 Coho Salmon,2014,07/07
29,04,24741,430 Coho Salmon,2014,07/10
48,04,24741,430 Coho Salmon,2014,07/14
134,04,24741,430 Coho Salmon,2014,07/17
687,04,24741,430 Coho Salmon,2014,07/21
285,04,24741,430 Coho Salmon,2014,07/24
130,04,24741,430 Coho Salmon,2014,07/28
985,04,24741,430 Coho Salmon,2014,07/31
397,04,24741,430 Coho Salmon,2014,08/04
519,04,24741,430 Coho Salmon,2014,08/07
233,04,24741,430 Coho Salmon,2014,08/11
7,04,24741,430 Coho Salmon,2014,08/14
155,04,24741,430 Coho Salmon,2014,08/21
25,04,24741,430 Coho Salmon,2014,08/25
26,04,24741,430 Coho Salmon,2014,08/28
139,04,24741,430 Coho Salmon,2015,07/09
134,04,24741,430 Coho Salmon,2015,07/13
183,04,24741,430 Coho Salmon,2015,07/16
368,04,24741,430 Coho Salmon,2015,07/20
383,04,24741,430 Coho Salmon,2015,07/23
1218,04,24741,430 Coho Salmon,2015,07/27
519,04,24741,430 Coho Salmon,2015,07/30
210,04,24741,430 Coho Salmon,2015,08/03
373,04,24741,430 Coho Salmon,2015,08/06
173,04,24741,430 Coho Salmon,2015,08/10
392,04,24741,430 Coho Salmon,2015,08/13
112,04,24741,430 Coho Salmon,2015,08/24
7,04,24741,430 Coho Salmon,2016,07/07
33,04,24741,430 Coho Salmon,2016,07/11
86,04,24741,430 Coho Salmon,2016,07/14
260,04,24741,430 Coho Salmon,2016,07/18
113,04,24741,430 Coho Salmon,2016,07/21
487,04,24741,430 Coho Salmon,2016,07/25
270,04,24741,430 Coho Salmon,2016,07/28
388,04,24741,430 Coho Salmon,2016,08/01
78,04,24741,430 Coho Salmon,2016,08/04
48,04,24741,430 Coho Salmon,2016,08/08
227,04,24741,430 Coho Salmon,2016,08/11
16,04,24741,430 Coho Salmon,2016,08/15
13,04,24741,430 Coho Salmon,2017,07/13
130,04,24741,430 Coho Salmon,2017,07/17
172,04,24741,430 Coho Salmon,2017,07/20
108,04,24741,430 Coho Salmon,2017,07/24
338,04,24741,430 Coho Salmon,2017,07/27
354,04,24741,430 Coho Salmon,2017,07/31
200,04,24741,430 Coho Salmon,2017,08/03
286,04,24741,430 Coho Salmon,2017,08/07
180,04,24741,430 Coho Salmon,2017,08/10
19,04,24741,430 Coho Salmon,2017,08/14
180,04,24741,430 Coho Salmon,2017,08/17
18,04,24741,430 Coho Salmon,2017,08/21
37,04,24741,430 Coho Salmon,2017,08/28
1,04,24741,430 Coho Salmon,2017,09/04
1,04,24741,430 Coho Salmon,2018,07/09
82,04,24741,430 Coho Salmon,2018,07/12
58,04,24741,430 Coho Salmon,2018,07/16
395,04,24741,430 Coho Salmon,2018,07/19
725,04,24741,430 Coho Salmon,2018,07/23
378,04,24741,430 Coho Salmon,2018,07/26
443,04,24741,430 Coho Salmon,2018,07/30
274,04,24741,430 Coho Salmon,2018,08/02
72,04,24741,430 Coho Salmon,2018,08/06
260,04,24741,430 Coho Salmon,2018,08/09
3,04,24741,430 Coho Salmon,2018,08/13
5,04,24741,430 Coho Salmon,2018,08/23
49,04,24741,430 Coho Salmon,2019,07/08
46,04,24741,430 Coho Salmon,2019,07/11
82,04,24741,430 Coho Salmon,2019,07/15
300,04,24741,430 Coho Salmon,2019,07/18
469,04,24741,430 Coho Salmon,2019,07/22
276,04,24741,430 Coho Salmon,2019,07/25
672,04,24741,430 Coho Salmon,2019,07/29
104,04,24741,430 Coho Salmon,2019,08/01
40,04,24741,430 Coho Salmon,2019,08/05
41,04,24741,430 Coho Salmon,2019,08/08
237,04,24741,430 Coho Salmon,2019,08/12
25,04,24741,430 Coho Salmon,2019,08/19
2,04,24741,430 Coho Salmon,2020,07/09
12,04,24741,430 Coho Salmon,2020,07/13
13,04,24741,430 Coho Salmon,2020,07/16
54,04,24741,430 Coho Salmon,2020,07/20
153,04,24741,430 Coho Salmon,2020,07/23
357,04,24741,430 Coho Salmon,2020,07/27
253,04,24741,430 Coho Salmon,2020,07/30
325,04,24741,430 Coho Salmon,2020,08/03
455,04,24741,430 Coho Salmon,2020,08/10
329,04,24741,430 Coho Salmon,2020,08/13
49,04,24741,430 Coho Salmon,2020,08/17
20,04,24741,430 Coho Salmon,2021,07/12
32,04,24741,430 Coho Salmon,2021,07/15
74,04,24741,430 Coho Salmon,2021,07/19
80,04,24741,430 Coho Salmon,2021,07/22
1274,04,24741,430 Coho Salmon,2021,07/26
1259,04,24741,430 Coho Salmon,2021,07/29
1191,04,24741,430 Coho Salmon,2021,08/02
685,04,24741,430 Coho Salmon,2021,08/05
24,04,24741,430 Coho Salmon,2022,07/18
74,04,24741,430 Coho Salmon,2022,07/21
845,04,24741,430 Coho Salmon,2022,07/28
1841,04,24741,430 Coho Salmon,2022,08/01
767,04,24741,430 Coho Salmon,2022,08/04
222,04,24741,430 Coho Salmon,2022,08/11
14,04,24741,430 Coho Salmon,2022,08/15
22,04,24741,430 Coho Salmon,2023,07/17
154,04,24741,430 Coho Salmon,2023,07/20
42,04,24741,430 Coho Salmon,2023,07/24
178,04,24741,430 Coho Salmon,2023,07/27
260,04,24741,430 Coho Salmon,2023,07/31
100,04,24741,430 Coho Salmon,2023,08/03
30,04,24741,430 Coho Salmon,2023,08/07
20,04,24741,430 Coho Salmon,2024,07/18
15,04,24741,430 Coho Salmon,2024,07/22
185,04,24741,430 Coho Salmon,2024,07/25
97,04,24741,430 Coho Salmon,2024,08/01
3,04,24741,430 Coho Salmon,2024,08/05
2,04,24742,430 Coho Salmon,2005,07/04
4,04,24742,430 Coho Salmon,2005,07/07
8,04,24742,430 Coho Salmon,2005,07/11
38,04,24742,430 Coho Salmon,2005,07/14
256,04,24742,430 Coho Salmon,2005,07/18
737,04,24742,430 Coho Salmon,2005,08/08
1085,04,24742,430 Coho Salmon,2005,08/11
700,04,24742,430 Coho Salmon,2005,08/15
136,04,24742,430 Coho Salmon,2005,08/18
145,04,24742,430 Coho Salmon,2005,08/25
84,04,24742,430 Coho Salmon,2005,08/29
41,04,24742,430 Coho Salmon,2005,09/01
10,04,24742,430 Coho Salmon,2005,09/05
3,04,24742,430 Coho Salmon,2006,06/26
9,04,24742,430 Coho Salmon,2006,06/29
19,04,24742,430 Coho Salmon,2006,07/03
314,04,24742,430 Coho Salmon,2006,08/07
119,04,24742,430 Coho Salmon,2006,08/10
79,04,24742,430 Coho Salmon,2006,08/14
85,04,24742,430 Coho Salmon,2006,08/17
10,04,24742,430 Coho Salmon,2006,08/24
8,04,24742,430 Coho Salmon,2007,07/09
29,04,24742,430 Coho Salmon,2007,07/12
131,04,24742,430 Coho Salmon,2007,07/16
220,04,24742,430 Coho Salmon,2007,07/19
213,04,24742,430 Coho Salmon,2007,07/23
153,04,24742,430 Coho Salmon,2007,08/09
112,04,24742,430 Coho Salmon,2007,08/13
79,04,24742,430 Coho Salmon,2007,08/16
1,04,24742,430 Coho Salmon,2008,06/02
17,04,24742,430 Coho Salmon,2008,07/10
217,04,24742,430 Coho Salmon,2008,07/14
178,04,24742,430 Coho Salmon,2008,07/17
417,04,24742,430 Coho Salmon,2008,07/21
272,04,24742,430 Coho Salmon,2008,07/24
409,04,24742,430 Coho Salmon,2008,07/28
403,04,24742,430 Coho Salmon,2008,07/31
496,04,24742,430 Coho Salmon,2008,08/04
279,04,24742,430 Coho Salmon,2008,08/07
219,04,24742,430 Coho Salmon,2008,08/11
41,04,24742,430 Coho Salmon,2008,08/14
38,04,24742,430 Coho Salmon,2008,08/18
8,04,24742,430 Coho Salmon,2008,08/21
16,04,24742,430 Coho Salmon,2009,07/09
96,04,24742,430 Coho Salmon,2009,07/13
106,04,24742,430 Coho Salmon,2009,07/16
236,04,24742,430 Coho Salmon,2009,07/20
135,04,24742,430 Coho Salmon,2009,07/23
95,04,24742,430 Coho Salmon,2009,07/27
177,04,24742,430 Coho Salmon,2009,07/30
2115,04,24742,430 Coho Salmon,2009,08/03
508,04,24742,430 Coho Salmon,2009,08/06
565,04,24742,430 Coho Salmon,2009,08/10
145,04,24742,430 Coho Salmon,2009,08/13
90,04,24742,430 Coho Salmon,2009,08/17
63,04,24742,430 Coho Salmon,2009,08/20
13,04,24742,430 Coho Salmon,2010,07/05
17,04,24742,430 Coho Salmon,2010,07/08
30,04,24742,430 Coho Salmon,2010,07/12
119,04,24742,430 Coho Salmon,2010,07/15
366,04,24742,430 Coho Salmon,2010,07/19
415,04,24742,430 Coho Salmon,2010,07/22
321,04,24742,430 Coho Salmon,2010,07/26
380,04,24742,430 Coho Salmon,2010,07/29
486,04,24742,430 Coho Salmon,2010,08/02
438,04,24742,430 Coho Salmon,2010,08/05
238,04,24742,430 Coho Salmon,2010,08/09
117,04,24742,430 Coho Salmon,2010,08/12
100,04,24742,430 Coho Salmon,2010,08/30
1,04,24742,430 Coho Salmon,2011,07/07
1,04,24742,430 Coho Salmon,2011,07/11
164,04,24742,430 Coho Salmon,2011,07/14
106,04,24742,430 Coho Salmon,2011,07/18
183,04,24742,430 Coho Salmon,2011,07/21
153,04,24742,430 Coho Salmon,2011,07/25
583,04,24742,430 Coho Salmon,2011,07/28
242,04,24742,430 Coho Salmon,2011,08/01
181,04,24742,430 Coho Salmon,2011,08/04
351,04,24742,430 Coho Salmon,2011,08/08
620,04,24742,430 Coho Salmon,2011,08/11
84,04,24742,430 Coho Salmon,2011,08/15
80,04,24742,430 Coho Salmon,2011,08/18
34,04,24742,430 Coho Salmon,2011,08/22
9,04,24742,430 Coho Salmon,2011,08/25
6,04,24742,430 Coho Salmon,2012,07/12
29,04,24742,430 Coho Salmon,2012,07/16
39,04,24742,430 Coho Salmon,2012,07/19
63,04,24742,430 Coho Salmon,2012,07/23
106,04,24742,430 Coho Salmon,2012,07/26
235,04,24742,430 Coho Salmon,2012,07/30
25,04,24742,430 Coho Salmon,2012,08/02
253,04,24742,430 Coho Salmon,2012,08/06
1,04,24742,430 Coho Salmon,2013,07/04
5,04,24742,430 Coho Salmon,2013,07/08
21,04,24742,430 Coho Salmon,2013,07/11
64,04,24742,430 Coho Salmon,2013,07/15
171,04,24742,430 Coho Salmon,2013,07/18
175,04,24742,430 Coho Salmon,2013,07/22
165,04,24742,430 Coho Salmon,2013,07/25
518,04,24742,430 Coho Salmon,2013,07/29
711,04,24742,430 Coho Salmon,2013,08/01
362,04,24742,430 Coho Salmon,2013,08/05
325,04,24742,430 Coho Salmon,2013,08/08
243,04,24742,430 Coho Salmon,2013,08/12
353,04,24742,430 Coho Salmon,2013,08/15
35,04,24742,430 Coho Salmon,2013,08/19
12,04,24742,430 Coho Salmon,2013,08/22
1,04,24742,430 Coho Salmon,2014,06/23
3,04,24742,430 Coho Salmon,2014,07/07
22,04,24742,430 Coho Salmon,2014,07/10
59,04,24742,430 Coho Salmon,2014,07/14
53,04,24742,430 Coho Salmon,2014,07/17
244,04,24742,430 Coho Salmon,2014,07/21
204,04,24742,430 Coho Salmon,2014,07/24
465,04,24742,430 Coho Salmon,2014,07/28
505,04,24742,430 Coho Salmon,2014,07/31
439,04,24742,430 Coho Salmon,2014,08/04
542,04,24742,430 Coho Salmon,2014,08/07
276,04,24742,430 Coho Salmon,2014,08/11
183,04,24742,430 Coho Salmon,2014,08/14
140,04,24742,430 Coho Salmon,2014,08/18
52,04,24742,430 Coho Salmon,2014,08/21
31,04,24742,430 Coho Salmon,2014,08/25
34,04,24742,430 Coho Salmon,2014,08/28
12,04,24742,430 Coho Salmon,2014,09/01
2,04,24742,430 Coho Salmon,2015,07/06
22,04,24742,430 Coho Salmon,2015,07/09
32,04,24742,430 Coho Salmon,2015,07/13
69,04,24742,430 Coho Salmon,2015,07/16
554,04,24742,430 Coho Salmon,2015,07/20
269,04,24742,430 Coho Salmon,2015,07/23
416,04,24742,430 Coho Salmon,2015,07/27
388,04,24742,430 Coho Salmon,2015,07/30
476,04,24742,430 Coho Salmon,2015,08/03
344,04,24742,430 Coho Salmon,2015,08/06
190,04,24742,430 Coho Salmon,2015,08/10
312,04,24742,430 Coho Salmon,2015,08/13
76,04,24742,430 Coho Salmon,2015,08/17
127,04,24742,430 Coho Salmon,2015,08/20
108,04,24742,430 Coho Salmon,2015,08/24
23,04,24742,430 Coho Salmon,2016,07/11
58,04,24742,430 Coho Salmon,2016,07/14
55,04,24742,430 Coho Salmon,2016,07/18
41,04,24742,430 Coho Salmon,2016,07/21
149,04,24742,430 Coho Salmon,2016,07/25
229,04,24742,430 Coho Salmon,2016,07/28
281,04,24742,430 Coho Salmon,2016,08/01
155,04,24742,430 Coho Salmon,2016,08/04
186,04,24742,430 Coho Salmon,2016,08/08
176,04,24742,430 Coho Salmon,2016,08/11
149,04,24742,430 Coho Salmon,2016,08/15
9,04,24742,430 Coho Salmon,2017,07/10
4,04,24742,430 Coho Salmon,2017,07/13
24,04,24742,430 Coho Salmon,2017,07/17
72,04,24742,430 Coho Salmon,2017,07/20
192,04,24742,430 Coho Salmon,2017,07/24
334,04,24742,430 Coho Salmon,2017,07/27
360,04,24742,430 Coho Salmon,2017,07/31
270,04,24742,430 Coho Salmon,2017,08/03
768,04,24742,430 Coho Salmon,2017,08/07
340,04,24742,430 Coho Salmon,2017,08/10
170,04,24742,430 Coho Salmon,2017,08/14
289,04,24742,430 Coho Salmon,2017,08/17
57,04,24742,430 Coho Salmon,2017,08/21
58,04,24742,430 Coho Salmon,2017,08/24
70,04,24742,430 Coho Salmon,2017,08/28
36,04,24742,430 Coho Salmon,2017,08/31
3,04,24742,430 Coho Salmon,2018,07/02
2,04,24742,430 Coho Salmon,2018,07/05
6,04,24742,430 Coho Salmon,2018,07/09
113,04,24742,430 Coho Salmon,2018,07/12
207,04,24742,430 Coho Salmon,2018,07/16
285,04,24742,430 Coho Salmon,2018,07/19
849,04,24742,430 Coho Salmon,2018,07/23
615,04,24742,430 Coho Salmon,2018,07/26
773,04,24742,430 Coho Salmon,2018,07/30
1047,04,24742,430 Coho Salmon,2018,08/02
634,04,24742,430 Coho Salmon,2018,08/06
888,04,24742,430 Coho Salmon,2018,08/09
48,04,24742,430 Coho Salmon,2018,08/13
46,04,24742,430 Coho Salmon,2018,08/16
20,04,24742,430 Coho Salmon,2018,08/17
6,04,24742,430 Coho Salmon,2018,08/20
4,04,24742,430 Coho Salmon,2018,08/23
3,04,24742,430 Coho Salmon,2018,08/30
1,04,24742,430 Coho Salmon,2019,07/01
5,04,24742,430 Coho Salmon,2019,07/04
52,04,24742,430 Coho Salmon,2019,07/08
63,04,24742,430 Coho Salmon,2019,07/11
177,04,24742,430 Coho Salmon,2019,07/15
306,04,24742,430 Coho Salmon,2019,07/18
335,04,24742,430 Coho Salmon,2019,07/22
299,04,24742,430 Coho Salmon,2019,07/25
450,04,24742,430 Coho Salmon,2019,07/29
479,04,24742,430 Coho Salmon,2019,08/01
327,04,24742,430 Coho Salmon,2019,08/05
175,04,24742,430 Coho Salmon,2019,08/08
182,04,24742,430 Coho Salmon,2019,08/12
112,04,24742,430 Coho Salmon,2019,08/15
61,04,24742,430 Coho Salmon,2019,08/19
4,04,24742,430 Coho Salmon,2020,07/09
10,04,24742,430 Coho Salmon,2020,07/13
35,04,24742,430 Coho Salmon,2020,07/16
80,04,24742,430 Coho Salmon,2020,07/20
160,04,24742,430 Coho Salmon,2020,07/23
175,04,24742,430 Coho Salmon,2020,07/27
325,04,24742,430 Coho Salmon,2020,07/30
419,04,24742,430 Coho Salmon,2020,08/03
639,04,24742,430 Coho Salmon,2020,08/06
587,04,24742,430 Coho Salmon,2020,08/10
16,04,24742,430 Coho Salmon,2020,08/13
354,04,24742,430 Coho Salmon,2020,08/17
32,04,24742,430 Coho Salmon,2020,08/20
10,04,24742,430 Coho Salmon,2020,08/24
26,04,24742,430 Coho Salmon,2021,07/12
29,04,24742,430 Coho Salmon,2021,07/15
52,04,24742,430 Coho Salmon,2021,07/19
110,04,24742,430 Coho Salmon,2021,07/22
386,04,24742,430 Coho Salmon,2021,07/26
440,04,24742,430 Coho Salmon,2021,07/29
408,04,24742,430 Coho Salmon,2021,08/02
382,04,24742,430 Coho Salmon,2021,08/05
59,04,24742,430 Coho Salmon,2021,08/09
131,04,24742,430 Coho Salmon,2021,08/12
37,04,24742,430 Coho Salmon,2021,08/19
1,04,24742,430 Coho Salmon,2022,06/13
2,04,24742,430 Coho Salmon,2022,07/11
9,04,24742,430 Coho Salmon,2022,07/14
21,04,24742,430 Coho Salmon,2022,07/18
79,04,24742,430 Coho Salmon,2022,07/21
27,04,24742,430 Coho Salmon,2022,07/25
222,04,24742,430 Coho Salmon,2022,07/28
37,04,24742,430 Coho Salmon,2022,07/29
232,04,24742,430 Coho Salmon,2022,08/01
483,04,24742,430 Coho Salmon,2022,08/04
450,04,24742,430 Coho Salmon,2022,08/11
76,04,24742,430 Coho Salmon,2022,08/15
49,04,24742,430 Coho Salmon,2022,08/18
8,04,24742,430 Coho Salmon,2022,08/22
4,04,24742,430 Coho Salmon,2023,07/10
15,04,24742,430 Coho Salmon,2023,07/13
46,04,24742,430 Coho Salmon,2023,07/17
92,04,24742,430 Coho Salmon,2023,07/20
184,04,24742,430 Coho Salmon,2023,07/24
352,04,24742,430 Coho Salmon,2023,07/27
294,04,24742,430 Coho Salmon,2023,07/31
342,04,24742,430 Coho Salmon,2023,08/03
215,04,24742,430 Coho Salmon,2023,08/07
32,04,24742,430 Coho Salmon,2023,08/10
92,04,24742,430 Coho Salmon,2023,08/14
1,04,24742,430 Coho Salmon,2024,07/11
4,04,24742,430 Coho Salmon,2024,07/15
14,04,24742,430 Coho Salmon,2024,07/18
32,04,24742,430 Coho Salmon,2024,07/22
131,04,24742,430 Coho Salmon,2024,07/25
85,04,24742,430 Coho Salmon,2024,08/01
119,04,24742,430 Coho Salmon,2024,08/05
14,04,24742,430 Coho Salmon,2024,08/08
27,04,24743,430 Coho Salmon,2005,07/11
20,04,24743,430 Coho Salmon,2005,07/14
100,04,24743,430 Coho Salmon,2005,07/18
644,04,24743,430 Coho Salmon,2005,08/08
941,04,24743,430 Coho Salmon,2005,08/11
1169,04,24743,430 Coho Salmon,2005,08/15
444,04,24743,430 Coho Salmon,2005,08/18
424,04,24743,430 Coho Salmon,2005,08/25
259,04,24743,430 Coho Salmon,2005,08/29
5,04,24743,430 Coho Salmon,2006,06/26
3,04,24743,430 Coho Salmon,2006,06/29
6,04,24743,430 Coho Salmon,2006,07/03
108,04,24743,430 Coho Salmon,2006,07/06
797,04,24743,430 Coho Salmon,2006,08/07
72,04,24743,430 Coho Salmon,2006,08/10
129,04,24743,430 Coho Salmon,2006,08/14
274,04,24743,430 Coho Salmon,2006,08/17
457,04,24743,430 Coho Salmon,2006,08/21
96,04,24743,430 Coho Salmon,2006,08/24
133,04,24743,430 Coho Salmon,2006,08/28
18,04,24743,430 Coho Salmon,2006,09/11
10,04,24743,430 Coho Salmon,2007,07/05
33,04,24743,430 Coho Salmon,2007,07/09
71,04,24743,430 Coho Salmon,2007,07/16
484,04,24743,430 Coho Salmon,2007,07/19
267,04,24743,430 Coho Salmon,2007,07/23
493,04,24743,430 Coho Salmon,2007,08/09
537,04,24743,430 Coho Salmon,2007,08/13
407,04,24743,430 Coho Salmon,2007,08/16
109,04,24743,430 Coho Salmon,2007,08/20
144,04,24743,430 Coho Salmon,2007,08/23
20,04,24743,430 Coho Salmon,2007,08/27
44,04,24743,430 Coho Salmon,2007,08/30
1,04,24743,430 Coho Salmon,2008,06/30
364,04,24743,430 Coho Salmon,2008,07/14
170,04,24743,430 Coho Salmon,2008,07/17
533,04,24743,430 Coho Salmon,2008,07/21
148,04,24743,430 Coho Salmon,2008,07/24
856,04,24743,430 Coho Salmon,2008,07/28
881,04,24743,430 Coho Salmon,2008,08/04
316,04,24743,430 Coho Salmon,2008,08/07
568,04,24743,430 Coho Salmon,2008,08/11
171,04,24743,430 Coho Salmon,2008,08/14
170,04,24743,430 Coho Salmon,2008,08/18
225,04,24743,430 Coho Salmon,2008,08/21
11,04,24743,430 Coho Salmon,2008,08/25
122,04,24743,430 Coho Salmon,2008,08/28
34,04,24743,430 Coho Salmon,2009,07/13
118,04,24743,430 Coho Salmon,2009,07/16
58,04,24743,430 Coho Salmon,2009,07/27
325,04,24743,430 Coho Salmon,2009,07/30
457,04,24743,430 Coho Salmon,2009,08/03
42,04,24743,430 Coho Salmon,2009,08/06
294,04,24743,430 Coho Salmon,2009,08/10
135,04,24743,430 Coho Salmon,2009,08/13
189,04,24743,430 Coho Salmon,2009,08/17
64,04,24743,430 Coho Salmon,2009,08/20
49,04,24743,430 Coho Salmon,2009,08/24
148,04,24743,430 Coho Salmon,2010,07/12
38,04,24743,430 Coho Salmon,2010,07/15
215,04,24743,430 Coho Salmon,2010,07/19
747,04,24743,430 Coho Salmon,2010,07/22
307,04,24743,430 Coho Salmon,2010,07/29
461,04,24743,430 Coho Salmon,2010,08/02
192,04,24743,430 Coho Salmon,2010,08/05
109,04,24743,430 Coho Salmon,2010,08/12
100,04,24743,430 Coho Salmon,2010,08/16
155,04,24743,430 Coho Salmon,2010,08/19
3,04,24743,430 Coho Salmon,2010,08/26
42,04,24743,430 Coho Salmon,2010,08/30
5,04,24743,430 Coho Salmon,2011,07/11
45,04,24743,430 Coho Salmon,2011,07/14
140,04,24743,430 Coho Salmon,2011,07/18
100,04,24743,430 Coho Salmon,2011,07/21
244,04,24743,430 Coho Salmon,2011,07/25
273,04,24743,430 Coho Salmon,2011,07/28
23,04,24743,430 Coho Salmon,2011,08/01
66,04,24743,430 Coho Salmon,2011,08/04
188,04,24743,430 Coho Salmon,2011,08/08
207,04,24743,430 Coho Salmon,2011,08/11
60,04,24743,430 Coho Salmon,2011,08/15
32,04,24743,430 Coho Salmon,2011,08/22
92,04,24743,430 Coho Salmon,2012,07/16
70,04,24743,430 Coho Salmon,2012,07/19
70,04,24743,430 Coho Salmon,2012,07/23
243,04,24743,430 Coho Salmon,2012,07/26
190,04,24743,430 Coho Salmon,2012,07/30
203,04,24743,430 Coho Salmon,2012,08/02
462,04,24743,430 Coho Salmon,2012,08/06
25,04,24743,430 Coho Salmon,2013,07/08
68,04,24743,430 Coho Salmon,2013,07/11
333,04,24743,430 Coho Salmon,2013,07/15
63,04,24743,430 Coho Salmon,2013,07/18
33,04,24743,430 Coho Salmon,2013,07/22
194,04,24743,430 Coho Salmon,2013,07/25
911,04,24743,430 Coho Salmon,2013,07/29
818,04,24743,430 Coho Salmon,2013,08/01
289,04,24743,430 Coho Salmon,2013,08/05
785,04,24743,430 Coho Salmon,2013,08/08
823,04,24743,430 Coho Salmon,2013,08/12
399,04,24743,430 Coho Salmon,2013,08/15
33,04,24743,430 Coho Salmon,2013,08/19
17,04,24743,430 Coho Salmon,2013,08/26
8,04,24743,430 Coho Salmon,2014,07/07
46,04,24743,430 Coho Salmon,2014,07/14
98,04,24743,430 Coho Salmon,2014,07/17
440,04,24743,430 Coho Salmon,2014,07/21
336,04,24743,430 Coho Salmon,2014,07/24
372,04,24743,430 Coho Salmon,2014,07/28
